Animal_ID,Time_AAC_days,Animal_type,Purebreed,Blacklisted_breed,Color,Intake_date,Intake_weekday,Intake_month,Intake_time_of_day,Found_in_Austin,Intake_type,Intake_condition,Sex,Reproductive Condition,Intake_age_years,Date_birth,Outcome _type_DROP,Adopted_DROP,2_Week_Cutoff,1_Month_Cutoff,3_Month_Cutoff
A671302,10,Dog,No,No,Black,1/22/2014,Wednesday,January,Morning,Yes,Owner Surrender,Normal,Male,Fixed,1,1/22/2013,Adoption,Yes,1,1,1
A755016,58,Dog,No,No,Multi,7/28/2017,Friday,July,Morning,Yes,Stray,Injured,Male,Intact,0.16,5/30/2017,Adoption,Yes,0,0,1
A735848,4,Dog,No,No,Multi,9/30/2016,Friday,September,Afternoon,Yes,Stray,Normal,Female,Intact,0.34,5/30/2016,Adoption,Yes,1,1,1
A636900,44,Dog,Yes,No,Beige,5/25/2015,Monday,May,Morning,Yes,Public Assist,Normal,Male,Fixed,4.21,3/11/2011,Transfer,No,0,0,1
A685971,2,Dog,No,No,White,8/15/2014,Friday,August,Morning,Yes,Owner Surrender,Normal,Male,Intact,0.25,5/15/2014,Adoption,Yes,1,1,1
A682146,,Dog,No,No,Multi,7/18/2014,Friday,July,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.07,6/24/2013,Adoption,Yes,1,1,1
A730216,15,Dog,Yes,No,Beige,6/30/2016,Thursday,June,Morning,Yes,Stray,Normal,Female,Intact,0.21,4/16/2016,Transfer,No,0,1,1
A661030,5,Dog,No,No,Multi,10/26/2013,Saturday,October,Morning,Yes,Stray,Normal,Male,Fixed,0.54,4/13/2013,Adoption,Yes,1,1,1
A737764,97,Dog,No,No,Beige,11/4/2017,Saturday,November,Afternoon,Yes,Stray,Normal,Female,Fixed,11.01,11/4/2006,Adoption,Yes,0,0,0
A716372,108,Dog,No,No,Multi,11/18/2015,Wednesday,November,Afternoon,No,Stray,Normal,Male,Intact,0.13,10/1/2015,Adoption,Yes,0,0,0
A685008,7,Dog,No,No,Multi,7/31/2014,Thursday,July,Afternoon,Yes,Stray,Normal,Male,Intact,0.4,3/7/2014,Adoption,Yes,1,1,1
A705147,7,Dog,No,Yes,Black,6/13/2015,Saturday,June,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1,6/13/2014,Adoption,Yes,1,1,1
A683051,27,Dog,No,No,Multi,7/6/2014,Sunday,July,Afternoon,Yes,Stray,Normal,Female,Intact,5,7/6/2009,Transfer,No,0,1,1
A757232,62,Dog,No,No,Multi,8/31/2017,Thursday,August,Afternoon,Yes,Stray,Normal,Male,Intact,2,8/31/2015,Adoption,Yes,0,0,1
A716434,8,Dog,Yes,No,Multi,11/19/2015,Thursday,November,Afternoon,No,Stray,Normal,Female,Intact,2,11/19/2013,Adoption,Yes,1,1,1
A683976,2,Dog,Yes,No,Multi,7/17/2014,Thursday,July,Afternoon,Yes,Stray,Injured,Male,Intact,2,7/17/2012,Died,No,1,1,1
A735481,14,Dog,No,Yes,Multi,10/16/2016,Sunday,October,Morning,No,Owner Surrender,Normal,Male,Fixed,2.06,9/24/2014,Adoption,Yes,1,1,1
A609631,8,Dog,No,Yes,Black,3/15/2015,Sunday,March,Morning,Yes,Public Assist,Normal,Female,Fixed,11.52,9/11/2003,Died,No,1,1,1
A766156,4,Dog,No,Yes,Multi,2/3/2018,Saturday,February,Morning,Yes,Stray,Normal,Female,Intact,0.34,10/3/2017,Adoption,Yes,1,1,1
A724861,33,Dog,No,No,Multi,4/22/2016,Friday,April,Afternoon,No,Owner Surrender,Normal,Female,Fixed,1.16,2/22/2015,Adoption,Yes,0,0,1
A698804,368,Dog,No,No,Multi,3/18/2015,Wednesday,March,Morning,Yes,Stray,Normal,Female,Intact,1,3/18/2014,Adoption,Yes,0,0,0
A736757,4,Dog,No,No,Multi,10/16/2016,Sunday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.25,7/16/2016,Adoption,Yes,1,1,1
A704574,115,Dog,No,No,Multi,6/6/2015,Saturday,June,Afternoon,Yes,Stray,Injured,Female,Intact,0.32,2/9/2015,Adoption,Yes,0,0,0
A761279,1,Dog,No,No,Multi,11/2/2017,Thursday,November,Morning,No,Stray,Injured,Female,Intact,2,11/2/2015,Euthanasia,No,1,1,1
A742230,14,Dog,No,Yes,Multi,1/17/2017,Tuesday,January,Afternoon,Yes,Stray,Normal,Male,Intact,2,1/17/2015,Adoption,Yes,1,1,1
A720271,58,Dog,No,No,Multi,2/5/2016,Friday,February,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,0,2/5/2016,Adoption,Yes,0,0,1
A710295,,Dog,No,Yes,Multi,12/14/2015,Monday,December,Afternoon,Yes,Stray,Normal,Male,Fixed,1.32,8/20/2014,Transfer,No,1,1,1
A739277,4,Dog,No,No,Multi,11/30/2016,Wednesday,November,Morning,Yes,Stray,Normal,Female,Intact,0.19,9/23/2016,Adoption,Yes,1,1,1
A727323,58,Dog,Yes,Yes,Multi,5/21/2016,Saturday,May,Morning,No,Stray,Nursing,Female,Intact,0.04,5/6/2016,Adoption,Yes,0,0,1
A743958,73,Dog,No,Yes,Brown,2/20/2017,Monday,February,Afternoon,Yes,Stray,Normal,Female,Intact,2,2/20/2015,Adoption,Yes,0,0,1
A751462,72,Dog,No,No,Brown,6/8/2017,Thursday,June,Afternoon,No,Stray,Normal,Male,Intact,5,6/8/2012,Adoption,Yes,0,0,1
A700028,7,Dog,No,No,Multi,4/6/2015,Monday,April,Afternoon,Yes,Stray,Normal,Male,Intact,1,4/6/2014,Adoption,Yes,1,1,1
A679881,,Dog,No,No,Multi,8/27/2015,Thursday,August,Afternoon,Yes,Stray,Normal,Male,Fixed,5.25,5/27/2010,Adoption,Yes,1,1,1
A666176,7,Dog,No,No,Multi,10/28/2013,Monday,October,Afternoon,Yes,Stray,Normal,Male,Intact,1,10/28/2012,Transfer,No,1,1,1
A648094,23,Dog,No,No,Red,6/28/2016,Tuesday,June,Morning,Yes,Owner Surrender,Normal,Male,Fixed,3.6,11/21/2012,Adoption,Yes,0,1,1
A673193,6,Dog,No,No,Multi,2/20/2014,Thursday,February,Morning,Yes,Stray,Normal,Male,Intact,0.25,11/20/2013,Adoption,Yes,1,1,1
A691423,4,Dog,No,No,Multi,11/4/2014,Tuesday,November,Morning,Yes,Stray,Injured,Male,Intact,7.01,11/4/2007,Euthanasia,No,1,1,1
A694587,4,Dog,No,No,Multi,12/31/2014,Wednesday,December,Morning,Yes,Stray,Normal,Female,Intact,0.21,10/16/2014,Adoption,Yes,1,1,1
A697854,118,Dog,No,No,Multi,3/2/2015,Monday,March,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,9.99,3/9/2005,Adoption,Yes,0,0,0
A703294,141,Dog,No,Yes,Multi,5/22/2015,Friday,May,Afternoon,Yes,Stray,Normal,Female,Intact,2,5/22/2013,Adoption,Yes,0,0,0
A680951,1208,Dog,No,No,Yellow,6/10/2014,Tuesday,June,Morning,Yes,Stray,Normal,Male,Intact,0.58,11/11/2013,Adoption,Yes,0,0,0
A704534,6,Dog,No,No,Black,6/5/2015,Friday,June,Afternoon,No,Stray,Normal,Female,Fixed,11.99,6/10/2003,Transfer,No,1,1,1
A758933,5,Dog,No,No,Multi,9/24/2017,Sunday,September,Morning,Yes,Stray,Normal,Male,Intact,1,9/24/2016,Transfer,No,1,1,1
A696005,7,Dog,No,No,Beige,1/27/2015,Tuesday,January,Afternoon,Yes,Stray,Normal,Female,Intact,0.45,8/16/2014,Transfer,No,1,1,1
A671079,7,Dog,No,No,Beige,1/18/2014,Saturday,January,Morning,Yes,Stray,Normal,Female,Intact,2,1/18/2012,Adoption,Yes,1,1,1
A668213,8,Dog,No,No,White,11/30/2013,Saturday,November,Morning,Yes,Owner Surrender,Normal,Female,Intact,2,11/30/2011,Transfer,No,1,1,1
A667939,6,Dog,No,No,Black,11/25/2013,Monday,November,Morning,No,Stray,Normal,Female,Intact,0.5,5/25/2013,Died,No,1,1,1
A728338,7,Dog,No,No,Multi,6/2/2016,Thursday,June,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2,6/2/2014,Adoption,Yes,1,1,1
A682491,5,Dog,No,No,Multi,6/28/2014,Saturday,June,Afternoon,Yes,Stray,Normal,Male,Intact,0.83,8/28/2013,Adoption,Yes,1,1,1
A740824,5,Dog,No,No,Multi,12/26/2016,Monday,December,Afternoon,Yes,Stray,Normal,Male,Intact,0.83,2/26/2016,Adoption,Yes,1,1,1
A705262,61,Dog,No,No,Multi,6/15/2015,Monday,June,Morning,Yes,Stray,Normal,Female,Intact,2,6/15/2013,Adoption,Yes,0,0,1
A724359,58,Dog,No,No,Multi,11/3/2016,Thursday,November,Afternoon,Yes,Stray,Normal,Male,Fixed,0.88,12/16/2015,Adoption,Yes,0,0,1
A708477,4,Dog,No,No,Multi,7/28/2015,Tuesday,July,Morning,Yes,Stray,Normal,Male,Intact,0.83,9/28/2014,Adoption,Yes,1,1,1
A725872,18,Dog,Yes,Yes,Multi,2/1/2018,Thursday,February,Morning,Yes,Stray,Normal,Female,Intact,2,2/3/2016,Adoption,Yes,0,1,1
A765609,6,Dog,No,No,Blue,1/23/2018,Tuesday,January,Afternoon,Yes,Stray,Injured,Male,Intact,3,1/23/2015,Adoption,Yes,1,1,1
A672489,99,Dog,No,Yes,Brown,2/13/2014,Thursday,February,Afternoon,Yes,Stray,Normal,Female,Intact,0.68,6/11/2013,Adoption,Yes,0,0,0
A668729,9,Dog,No,No,Brown,12/8/2013,Sunday,December,Morning,Yes,Stray,Normal,Male,Intact,1,12/8/2012,Adoption,Yes,1,1,1
A699435,8,Dog,No,No,Multi,3/27/2015,Friday,March,Morning,Yes,Stray,Normal,Male,Fixed,2,3/27/2013,Adoption,Yes,1,1,1
A707873,6,Dog,Yes,No,Multi,6/5/2016,Sunday,June,Morning,Yes,Stray,Normal,Female,Fixed,1.11,4/27/2015,Adoption,Yes,1,1,1
A717461,5,Dog,No,Yes,Beige,12/8/2015,Tuesday,December,Morning,Yes,Stray,Normal,Male,Intact,1,12/8/2014,Adoption,Yes,1,1,1
A699758,5,Dog,No,No,Brown,4/2/2015,Thursday,April,Morning,Yes,Stray,Normal,Male,Fixed,5,4/2/2010,Transfer,No,1,1,1
A632022,9,Dog,No,No,Multi,2/7/2014,Friday,February,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,13.01,2/7/2001,Transfer,No,1,1,1
A681856,0,Dog,No,No,Multi,6/26/2014,Thursday,June,Morning,Yes,Owner Surrender,Sick,Male,Fixed,2.52,12/21/2011,Transfer,No,1,1,1
A669116,9,Dog,No,No,Multi,12/14/2013,Saturday,December,Afternoon,No,Stray,Normal,Male,Intact,1,12/14/2012,Adoption,Yes,1,1,1
A720873,4,Dog,No,No,Multi,2/16/2016,Tuesday,February,Afternoon,Yes,Stray,Normal,Female,Intact,0.34,10/16/2015,Adoption,Yes,1,1,1
A719358,13,Dog,No,No,Multi,1/18/2016,Monday,January,Morning,Yes,Stray,Aged,Male,Intact,5,1/18/2011,Transfer,No,1,1,1
A742096,12,Dog,No,No,Brown,1/14/2017,Saturday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/14/2016,Transfer,No,1,1,1
A687599,5,Dog,No,No,Multi,9/7/2014,Sunday,September,Morning,No,Stray,Normal,Male,Intact,0.21,6/22/2014,Adoption,Yes,1,1,1
A689228,4,Dog,No,No,Multi,10/1/2014,Wednesday,October,Morning,Yes,Stray,Normal,Male,Intact,0.33,6/1/2014,Adoption,Yes,1,1,1
A717109,5,Dog,No,No,Beige,1/6/2016,Wednesday,January,Afternoon,Yes,Stray,Normal,Male,Fixed,2.1,12/2/2013,Adoption,Yes,1,1,1
A743443,83,Dog,No,No,Red,2/10/2017,Friday,February,Afternoon,Yes,Stray,Normal,Male,Intact,0.67,6/10/2016,Adoption,Yes,0,0,1
A688670,4,Dog,No,No,Multi,9/22/2014,Monday,September,Morning,Yes,Stray,Normal,Female,Intact,0.15,7/31/2014,Adoption,Yes,1,1,1
A680234,10,Dog,No,No,Multi,5/31/2014,Saturday,May,Morning,Yes,Stray,Normal,Female,Intact,1.05,5/11/2013,Transfer,No,1,1,1
A745496,5,Dog,No,No,Beige,3/18/2017,Saturday,March,Afternoon,Yes,Stray,Normal,Female,Intact,1,3/18/2016,Adoption,Yes,1,1,1
A698564,54,Dog,No,No,Multi,3/13/2015,Friday,March,Afternoon,Yes,Stray,Nursing,Male,Intact,0.01,3/11/2015,Adoption,Yes,0,0,1
A745406,28,Dog,No,No,Multi,3/17/2017,Friday,March,Morning,No,Stray,Normal,Female,Intact,0.09,2/11/2017,Adoption,Yes,0,1,1
A721045,0,Dog,No,No,Multi,2/20/2016,Saturday,February,Morning,Yes,Euthanasia Request,Normal,Male,Fixed,13.01,2/20/2003,Euthanasia,No,1,1,1
A691828,5,Dog,No,No,Multi,11/10/2014,Monday,November,Morning,Yes,Euthanasia Request,Normal,Female,Intact,2,11/10/2012,Euthanasia,No,1,1,1
A699543,2,Dog,No,Yes,Multi,9/15/2015,Tuesday,September,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.54,3/1/2015,Transfer,No,1,1,1
A730624,23,Dog,No,Yes,Multi,9/5/2016,Monday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2.17,7/7/2014,Transfer,No,0,1,1
A762647,8,Dog,No,No,Multi,11/29/2017,Wednesday,November,Afternoon,No,Owner Surrender,Normal,Female,Fixed,1.02,11/22/2016,Adoption,Yes,1,1,1
A683310,1,Dog,No,No,Multi,7/9/2014,Wednesday,July,Morning,No,Stray,Nursing,Male,Intact,0.02,7/1/2014,Euthanasia,No,1,1,1
A731641,4,Dog,No,No,Multi,7/25/2016,Monday,July,Afternoon,Yes,Stray,Normal,Female,Intact,0.17,5/25/2016,Adoption,Yes,1,1,1
A691240,16,Dog,No,No,Blue,11/1/2014,Saturday,November,Morning,Yes,Public Assist,Aged,Female,Intact,10.01,11/1/2004,Euthanasia,No,0,1,1
A693977,,Dog,No,No,Multi,12/28/2014,Sunday,December,Morning,Yes,Owner Surrender,Normal,Male,Fixed,3.03,12/18/2011,Adoption,Yes,1,1,1
A693269,56,Dog,No,Yes,Multi,12/5/2014,Friday,December,Afternoon,Yes,Owner Surrender,Nursing,Male,Intact,0,12/5/2014,Adoption,Yes,0,0,1
A671248,0,Dog,No,Yes,Multi,1/21/2014,Tuesday,January,Afternoon,Yes,Stray,Injured,Female,Intact,2,1/21/2012,Euthanasia,No,1,1,1
A668694,5,Dog,No,No,White,12/7/2013,Saturday,December,Afternoon,Yes,Stray,Normal,Female,Intact,0.29,8/23/2013,Adoption,Yes,1,1,1
A725855,52,Dog,No,Yes,Multi,5/3/2016,Tuesday,May,Afternoon,No,Stray,Normal,Female,Intact,2,5/3/2014,Adoption,Yes,0,0,1
A728307,1,Dog,No,Yes,Multi,6/2/2016,Thursday,June,Afternoon,Yes,Owner Surrender,Nursing,Female,Intact,0,6/2/2016,Died,No,1,1,1
A736942,37,Dog,No,No,Multi,10/19/2016,Wednesday,October,Afternoon,No,Stray,Sick,Male,Intact,0.46,5/4/2016,Adoption,Yes,0,0,1
A726546,176,Dog,No,Yes,Multi,5/12/2016,Thursday,May,Morning,Yes,Stray,Normal,Female,Intact,1,5/12/2015,Adoption,Yes,0,0,0
A739867,6,Dog,No,No,Multi,12/8/2016,Thursday,December,Morning,Yes,Stray,Normal,Male,Intact,11.01,12/8/2005,Adoption,Yes,1,1,1
A761487,69,Dog,No,Yes,Multi,11/5/2017,Sunday,November,Afternoon,Yes,Stray,Normal,Male,Intact,2,11/5/2015,Transfer,No,0,0,1
A662146,4,Dog,No,No,Multi,7/12/2014,Saturday,July,Afternoon,Yes,Stray,Normal,Male,Fixed,1,7/11/2013,Transfer,No,1,1,1
A755154,49,Dog,No,No,Multi,7/29/2017,Saturday,July,Afternoon,Yes,Stray,Normal,Female,Intact,2,7/29/2015,Adoption,Yes,0,0,1
A688008,85,Dog,Yes,No,Multi,9/12/2014,Friday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,3,9/12/2011,Adoption,Yes,0,0,1
A692332,3,Dog,No,No,Multi,11/18/2014,Tuesday,November,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,0.67,3/18/2014,Adoption,Yes,1,1,1
A673208,822,Dog,Yes,No,White,2/20/2014,Thursday,February,Morning,Yes,Stray,Normal,Female,Intact,1,2/20/2013,Adoption,Yes,0,0,0
A695072,10,Dog,No,No,Multi,1/8/2015,Thursday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/8/2014,Adoption,Yes,1,1,1
A758021,9,Dog,No,Yes,Multi,9/10/2017,Sunday,September,Morning,No,Public Assist,Normal,Male,Intact,0.29,5/26/2017,Transfer,No,1,1,1
A739416,18,Dog,Yes,No,Multi,12/2/2016,Friday,December,Afternoon,Yes,Stray,Normal,Male,Intact,0.12,10/18/2016,Adoption,Yes,0,1,1
A721261,0,Dog,No,No,Multi,2/24/2016,Wednesday,February,Morning,No,Owner Surrender,Normal,Female,Fixed,8.01,2/24/2008,Transfer,No,1,1,1
A381217,43,Dog,No,No,Multi,6/4/2017,Sunday,June,Afternoon,Yes,Stray,Normal,Male,Fixed,13.26,3/5/2004,Transfer,No,0,0,1
A701691,12,Dog,No,No,Red,5/3/2015,Sunday,May,Afternoon,Yes,Public Assist,Normal,Male,Intact,2,5/3/2013,Euthanasia,No,1,1,1
A710732,17,Dog,No,No,Multi,8/26/2015,Wednesday,August,Afternoon,Yes,Stray,Normal,Female,Fixed,10,8/27/2005,Adoption,Yes,0,1,1
A663556,1,Dog,Yes,No,Multi,2/13/2015,Friday,February,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2.23,11/20/2012,Adoption,Yes,1,1,1
A719106,4,Dog,No,No,Multi,1/13/2016,Wednesday,January,Morning,Yes,Stray,Normal,Male,Intact,1,1/13/2015,Adoption,Yes,1,1,1
A730966,4,Dog,No,No,Multi,7/14/2016,Thursday,July,Morning,Yes,Stray,Normal,Male,Intact,1,7/14/2015,Transfer,No,1,1,1
A712044,6,Dog,No,Yes,Multi,9/16/2015,Wednesday,September,Morning,Yes,Stray,Normal,Male,Intact,0.17,7/16/2015,Adoption,Yes,1,1,1
A744539,3,Dog,No,No,Beige,3/10/2017,Friday,March,Morning,Yes,Owner Surrender,Normal,Female,Intact,8.03,3/2/2009,Transfer,No,1,1,1
A722780,113,Dog,No,No,Multi,3/22/2016,Tuesday,March,Morning,Yes,Owner Surrender,Injured,Male,Fixed,2,3/22/2014,Adoption,Yes,0,0,0
A766540,19,Dog,No,Yes,Multi,2/11/2018,Sunday,February,Morning,Yes,Stray,Normal,Male,Intact,1,2/11/2017,Transfer,No,0,1,1
A747889,5,Dog,No,No,Multi,4/26/2017,Wednesday,April,Morning,No,Stray,Normal,Female,Intact,1.5,10/26/2015,Adoption,Yes,1,1,1
A766412,0,Dog,No,No,Multi,2/8/2018,Thursday,February,Afternoon,Yes,Stray,Normal,Female,Intact,0.06,1/18/2018,Transfer,No,1,1,1
A719061,12,Dog,Yes,Yes,Multi,1/12/2016,Tuesday,January,Morning,No,Owner Surrender,Normal,Male,Intact,0.67,5/12/2015,Adoption,Yes,1,1,1
A694500,6,Dog,No,No,Red,12/29/2014,Monday,December,Afternoon,Yes,Stray,Normal,Female,Fixed,9,12/30/2005,Transfer,No,1,1,1
A716391,4,Dog,No,No,Brown,11/19/2015,Thursday,November,Afternoon,Yes,Stray,Normal,Female,Intact,2.99,11/23/2012,Transfer,No,1,1,1
A734764,33,Dog,No,Yes,Brown,7/17/2017,Monday,July,Morning,Yes,Stray,Normal,Female,Intact,1.3,3/28/2016,Adoption,Yes,0,0,1
A664984,6,Dog,No,Yes,Blue,10/12/2013,Saturday,October,Morning,Yes,Stray,Normal,Male,Intact,1,10/12/2012,Adoption,Yes,1,1,1
A729277,111,Dog,No,No,Brown,6/15/2016,Wednesday,June,Afternoon,Yes,Stray,Normal,Female,Intact,0.17,4/15/2016,Adoption,Yes,0,0,0
A697431,14,Dog,Yes,No,White,2/23/2015,Monday,February,Afternoon,Yes,Stray,Normal,Female,Intact,10,2/24/2005,Adoption,Yes,1,1,1
A758874,4,Dog,No,No,Multi,9/23/2017,Saturday,September,Afternoon,Yes,Stray,Normal,Male,Intact,1,9/23/2016,Transfer,No,1,1,1
A739418,4,Dog,No,No,Brown,12/2/2016,Friday,December,Afternoon,Yes,Stray,Normal,Male,Intact,1,12/2/2015,Adoption,Yes,1,1,1
A670598,8,Dog,No,No,Multi,1/10/2014,Friday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1.5,7/11/2012,Adoption,Yes,1,1,1
A685632,4,Dog,No,No,Multi,8/10/2014,Sunday,August,Morning,Yes,Stray,Normal,Female,Intact,0.42,3/10/2014,Transfer,No,1,1,1
A673731,94,Dog,No,No,Multi,3/1/2014,Saturday,March,Morning,Yes,Stray,Normal,Female,Intact,3,3/1/2011,Adoption,Yes,0,0,0
A679536,13,Dog,No,No,Brown,11/10/2015,Tuesday,November,Morning,Yes,Public Assist,Normal,Male,Fixed,2.96,11/23/2012,Transfer,No,1,1,1
A693819,4,Dog,No,No,Multi,12/15/2014,Monday,December,Morning,Yes,Stray,Normal,Male,Fixed,10.01,12/15/2004,Transfer,No,1,1,1
A700398,200,Dog,No,No,Multi,4/13/2015,Monday,April,Morning,Yes,Stray,Normal,Female,Intact,2,4/13/2013,Adoption,Yes,0,0,0
A723387,29,Dog,No,No,Multi,3/31/2016,Thursday,March,Morning,Yes,Stray,Normal,Male,Intact,2,3/31/2014,Transfer,No,0,1,1
A728185,,Dog,No,No,Black,6/9/2016,Thursday,June,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,2.02,6/4/2014,Adoption,Yes,1,1,1
A703144,4,Dog,No,No,Multi,5/21/2015,Thursday,May,Morning,No,Stray,Normal,Male,Intact,1,5/21/2014,Adoption,Yes,1,1,1
A677984,94,Dog,No,Yes,Multi,5/2/2014,Friday,May,Morning,Yes,Public Assist,Normal,Female,Intact,2,5/2/2012,Transfer,No,0,0,0
A680307,73,Dog,No,No,Multi,5/29/2014,Thursday,May,Morning,Yes,Stray,Nursing,Male,Intact,,6/1/2014,Adoption,Yes,0,0,1
A684995,23,Dog,No,No,Multi,7/31/2014,Thursday,July,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,5,7/31/2009,Adoption,Yes,0,1,1
A680578,50,Dog,No,No,Blue,6/4/2014,Wednesday,June,Afternoon,Yes,Stray,Normal,Female,Intact,1,6/4/2013,Adoption,Yes,0,0,1
A752355,4,Dog,No,No,Beige,6/21/2017,Wednesday,June,Afternoon,Yes,Stray,Normal,Female,Intact,1,6/21/2016,Transfer,No,1,1,1
A725711,142,Dog,No,No,Yellow,5/2/2016,Monday,May,Morning,Yes,Stray,Aged,Male,Intact,8.01,5/2/2008,Adoption,Yes,0,0,0
A707937,5,Dog,No,No,Multi,7/20/2015,Monday,July,Afternoon,Yes,Stray,Normal,Male,Fixed,13.01,7/20/2002,Adoption,Yes,1,1,1
A704677,0,Dog,No,No,Yellow,8/4/2015,Tuesday,August,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.17,6/3/2015,Adoption,Yes,1,1,1
A731659,,Dog,No,Yes,Multi,10/11/2016,Tuesday,October,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,1.3,6/25/2015,Adoption,Yes,1,1,1
A761117,0,Dog,No,No,Multi,10/29/2017,Sunday,October,Afternoon,No,Owner Surrender,Normal,Male,Fixed,6.01,10/29/2011,Adoption,Yes,1,1,1
A740548,2,Dog,No,Yes,Brown,12/19/2016,Monday,December,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.21,10/4/2016,Adoption,Yes,1,1,1
A681642,,Dog,No,No,Multi,9/2/2014,Tuesday,September,Morning,Yes,Owner Surrender,Normal,Female,Fixed,2.21,6/19/2012,Adoption,Yes,1,1,1
A716330,40,Dog,No,No,Multi,11/18/2015,Wednesday,November,Morning,Yes,Stray,Injured,Male,Intact,2,11/18/2013,Adoption,Yes,0,0,1
A753143,70,Dog,No,Yes,Multi,7/2/2017,Sunday,July,Morning,No,Stray,Normal,Male,Fixed,2,7/2/2015,Adoption,Yes,0,0,1
A665134,3,Dog,No,No,Beige,11/12/2013,Tuesday,November,Afternoon,Yes,Stray,Injured,Female,Fixed,1.08,10/14/2012,Euthanasia,No,1,1,1
A748526,10,Dog,No,No,Multi,5/3/2017,Wednesday,May,Afternoon,Yes,Stray,Normal,Female,Intact,1,5/3/2016,Adoption,Yes,1,1,1
A708790,237,Dog,No,Yes,Brown,7/31/2015,Friday,July,Afternoon,Yes,Public Assist,Normal,Male,Intact,6.87,9/17/2008,Transfer,No,0,0,0
A680655,13,Dog,Yes,No,Beige,6/5/2014,Thursday,June,Morning,Yes,Stray,Normal,Male,Fixed,10.99,6/11/2003,Adoption,Yes,1,1,1
A755310,7,Dog,No,Yes,Multi,8/1/2017,Tuesday,August,Morning,Yes,Stray,Normal,Female,Fixed,2,8/1/2015,Transfer,No,1,1,1
A760749,60,Dog,Yes,Yes,Multi,12/2/2017,Saturday,December,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2.11,10/23/2015,Adoption,Yes,0,0,1
A643090,11,Dog,No,No,Multi,10/21/2014,Tuesday,October,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2,10/22/2012,Euthanasia,No,1,1,1
A693326,2,Dog,Yes,No,Multi,12/5/2014,Friday,December,Afternoon,Yes,Stray,Normal,Female,Fixed,0.5,6/5/2014,Transfer,No,1,1,1
A670996,16,Dog,No,No,Multi,1/17/2014,Friday,January,Morning,Yes,Stray,Normal,Male,Fixed,5.99,1/23/2008,Adoption,Yes,0,1,1
A724745,27,Dog,No,No,Multi,4/21/2016,Thursday,April,Morning,Yes,Stray,Normal,Male,Intact,1,4/21/2015,Adoption,Yes,0,1,1
A708786,13,Dog,No,Yes,Black,7/31/2015,Friday,July,Afternoon,Yes,Stray,Sick,Male,Intact,2,7/31/2013,Euthanasia,No,1,1,1
A740497,0,Dog,No,Yes,Brown,12/18/2016,Sunday,December,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.02,12/12/2016,Transfer,No,1,1,1
A692628,27,Dog,No,No,Multi,11/23/2014,Sunday,November,Afternoon,Yes,Stray,Normal,Female,Intact,3,11/23/2011,Transfer,No,0,1,1
A695164,4,Dog,No,Yes,Multi,1/10/2015,Saturday,January,Morning,Yes,Stray,Normal,Female,Intact,0.17,11/10/2014,Adoption,Yes,1,1,1
A733773,86,Dog,No,No,Multi,8/26/2016,Friday,August,Afternoon,Yes,Stray,Normal,Female,Intact,1,8/26/2015,Adoption,Yes,0,0,1
A747614,6,Dog,No,No,Multi,4/22/2017,Saturday,April,Morning,Yes,Stray,Normal,Male,Intact,1,4/22/2016,Adoption,Yes,1,1,1
A704746,3,Dog,No,No,Multi,6/8/2015,Monday,June,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,8.01,6/8/2007,Transfer,No,1,1,1
A734416,37,Dog,No,No,White,9/6/2016,Tuesday,September,Morning,Yes,Owner Surrender,Sick,Male,Intact,0.75,12/6/2015,Transfer,No,0,0,1
A751898,16,Dog,No,Yes,Brown,6/15/2017,Thursday,June,Morning,Yes,Stray,Normal,Male,Intact,7.01,6/15/2010,Transfer,No,0,1,1
A718222,52,Dog,No,Yes,Multi,12/25/2015,Friday,December,Morning,Yes,Stray,Normal,Female,Intact,1.5,6/25/2014,Adoption,Yes,0,0,1
A718985,5,Dog,No,No,Beige,1/10/2016,Sunday,January,Afternoon,Yes,Stray,Normal,Male,Intact,3.5,7/10/2012,Adoption,Yes,1,1,1
